Gene_ID	Box2_F4_ND_3h_AF	Box2_F7_ND_3h_AF	Box2_G1_ND_3h_AF	Box2_G4_ND_3h_AF	Box3_A3_ND_3h_AF	Box3_A4_ND_3h_AF	Box3_A5_ND_3h_AF	Box3_C2_ND_3h_YF	Box3_E4_ND_3h_YM	Box3_E6_ND_3h_YF	Box4_A4_ND_3h_YF	Box4_A5_ND_3h_YF	Box4_C3_ND_3h_YF	Box2_F3_ND_24h_AF	Box2_G2_ND_24h_AF	Box2_G3_ND_24h_AF	Box2_G5_ND_24h_AF	Box2_G6_ND_24h_AF	Box2_G7_ND_24h_AF	Box3_A2_ND_24h_AF	Box3_F1_ND_24h_YM	Box4_A3_ND_24h_AM	Box4_C1_ND_24h_AM
ENSMUSG00000001604	2	2	1	0	0	0	0	0	2	0	4	1	2	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000001627	118.46	94.93	96.57	81.82	15	22	63.61	24	13	26	80	177.69	27	77	89.77	15	55.74	35	4	8	20	51	16
ENSMUSG00000001630	6	4	15	3	0	0	2	1	3	1	3	8	0	2	4	0	1	1	0	1	1	0	0
ENSMUSG00000001632	75	47	111	28	0	3	3	1	15	18	55	90	36	23	107	7	2	13	0	2	16	35	14
ENSMUSG00000001642	68	50	77	58	2.22	1	6.81	7	62	53	113	191	93	17	74	2	29.86	20	2.04	4.45	26.83	26.79	64
ENSMUSG00000001663	7	5	9	9	3	2	3	1	10	6	15	15	6	5	2	0	7	11	1	3	72	33	28
ENSMUSG00000001665	1	1	2	1	1	0	0	0	1	2	1	2	1	0	6	0	0	4	0	0	0	1	0
ENSMUSG00000001666	4	8	6	4	3	1	4	1	10	9	17	25	10	6	10	0	4	1	0	2	8	4	8
ENSMUSG00000001672	1	0	0	0	0	1	0	1	1	0	8	17	4	0	13	1	2	2	0	0	0	2	5
ENSMUSG00000001674	28	30	31	16	2	1	2	1	14	16	35	54	21	10	22	0	6	6	0	0	7	15	11
ENSMUSG00000001687	168	97	170	78	5	9	31	13	21	41	93	222	44	46	162	20	43	42	1	9	15	61	28
ENSMUSG00000001700	55	50	45	56	2	4	10	6	20	30	79	100	37	19	80	5	8	10	1	2	8	29	16
ENSMUSG00000001707	12	5	3	4	2	2	7	2	0	1	9	15	1	1	1	0	2	5	0	1	0	0	2
ENSMUSG00000001729	236	177	317	119	3	3	6	10	60	121	193	329	84	82	193	15	35	43	3	15	73	185	68
ENSMUSG00000001739	13	5	7	2	0	1	2	0	1	2	6	12	4	1	4	1	2	1	0	0	4	6	2
ENSMUSG00000001741	244	174	317	105	5	4	15	8	89	65	132	306.45	122.65	97	53.57	13	29	17	0	6	49	149	46.46
ENSMUSG00000001750	87	79	137.99	61	5	2	13	5	57	76	160	215	106	34	64	4	37	26	3	7	47	55.97	56
ENSMUSG00000001751	11	14	11	14	0	0	4	0	7	7	16	27	15	9	0	1	3	0	0	1	15	14	9
ENSMUSG00000001755	13	14	23	17	0	0	3	1	9	10	21	42	7	7	10	1	3	3	0	1	7	7	4
ENSMUSG00000001761	2	1	1	0	0	0	0	0	1	1	1	2	0	0	4	0	1	1	0	1	1	0	0
ENSMUSG00000001763	647	537	490	759	95	41	110	71	685	1007	778	959	803	555	463	73	503	1180	60	217	1024	1247	1047
ENSMUSG00000001767	48	35	45	28	7	1	2	4	8	36	35	52	21	21	29	3	7	42	3	7	7	23	5
ENSMUSG00000001768	56	34	67	16	0	1	4	0	4	13	31	55	8	4	21	3	7	4	1	0	5	7	1
ENSMUSG00000001774	43	34	22	13	3	1	8	2	6	6	21	46	5	7	5	0	8	21	0	1	0	3	7
ENSMUSG00000001783	105	79	113	79	9	3	22	15	55	62	110	185	79	35	54	3	19	17	0	8	22	40	37
ENSMUSG00000001785	24	18	19	12	1	0	3	3	1	9	17	37	18	6	12	2	2	7	0	1	5	7	4
ENSMUSG00000001786	258	236	214	254.22	48	19	52	39	99	204	247	295	186	184	146	21	201	468	15	55	181	202	178
ENSMUSG00000001794	450	307	470	304	6	12	50	43	419	360	641	1073	406	285	483	50	207	117	12	66	574	1043	553
ENSMUSG00000001827	7	2	0	4	0	0	2	1	2	2	13	24	3	10	34	0	2	1	0	4	1	5	9
ENSMUSG00000001829	12	3	8	5	0	0	0	1	9	2	12	17	4	5	2	1	0	3	0	3	6	6	11
ENSMUSG00000001833	156	117	126	81	11	20	57	6	9	39	89	170	17	46	95	6	44	50	3	4	7	41	14
ENSMUSG00000001844	50	40	74	46	4	4	20	9	29	38	87	119	35	34	50	4	28	17	2	4	41	93	57
ENSMUSG00000001847	1464	1053	1322	934	81	96	504	151	435	478	1185	2334	418	713	808	102	616	334	37	114	611	1137	642
ENSMUSG00000001855	34	29	63	36	0	1	0	4	23.95	33	40	50	29	16	35	2	3	8	1	3	21	28	27
ENSMUSG00000001864	11	5	2	2	0	0	0	4	3	4	23	63	12	4	50	4	1	0	0	3	1	3	8
ENSMUSG00000001865	5	4	3	11	0	1	0	1	0	3	4	8	0	0	1	0	0	0	0	0	1	0	1
ENSMUSG00000001870	129.94	83	130.01	126	5	2	42	9	58	62	176	309.67	78.16	140	72	16	70	45	6	22	120	268.03	145
ENSMUSG00000001891	116	62	94	46	5	5	11	3	10	25	66	94	27	20	32	3	18	12	2	7	10	37	14
ENSMUSG00000001909	36	28	48	25	3	1	9	8	27	26	51	85	47	11	31	1	8	7	1	2	12	21	20
ENSMUSG00000001910	72	71	87	64.95	2	0	5	4	44	37	85	146	45	19	85.92	2	22	9	1	8	13	37	30
ENSMUSG00000001911	26.78	9	28	10.55	1	0	0	1	12	9	20	41	16	18	12	1	4	10	1	7	17	37	34
ENSMUSG00000001918	111	81	105	89	22	8	19	12	43	45	106	190	59	39	62	11	23	61	1	8	40	43	39
ENSMUSG00000001924	396	330	455	323	8	0	13	17	311	255	435	610	294	237	221	35	97	210	10	72	429	638	419
ENSMUSG00000001930	1193	1026.18	1499	1281.97	16	11	61	58	1643.98	1261.99	2182	2839.22	1042.24	1678	1213.34	181	525	282	31	308	3233	6325.12	4511
ENSMUSG00000001942	21	13	17	14	1	0	0	2	5	10	16	27	4	33	11	9	11	7	4	4	13	15	6
ENSMUSG00000001943	4	5	8	5	0	0	0	1	3	4	6	15	0	5	5	1	2	1	1	1	8	17	9
ENSMUSG00000001946	241	185	193	185	8	7	34	24	126	108	256	406	104	224	197	26	106	40	8	32	189	469	248
ENSMUSG00000001948	8	11	5	8	4	4	7	5	4	13	20	47	13	5	9	3	8	5	1	4	5	27	22
ENSMUSG00000001962	71	45	76	38	1	6	17	6	23	40	77	111	34	22	32	8	12	29	1	7	40	55	33
ENSMUSG00000001964	59.85	32.22	69.23	33.15	2	2	9.6	6	25.15	28.55	57.11	91.65	44.21	16.07	37.23	3.02	19.61	13.09	3.02	1	19.96	25.7	22.13
ENSMUSG00000001983	3.26	2.14	6	7	0	0	0	0	0	2	0	11	0	1	0	1	1	4	0	0	2	0	0
ENSMUSG00000001986	2	1	2	0	0	0	0	1	0	0	0	2	0	1	1	0	1	1	0	0	0	0	0
ENSMUSG00000001995	44	34	69	14	0	0	1	0	3	5	9	23	3	9	38	2	3	1	0	2	0	14	1
ENSMUSG00000001998	12	4	8	5	0	0	0	0	1	1	5.93	3	2	2	5	0	0	0	0	0	1	0	1
ENSMUSG00000001999	20	26	23	12	1	0	7	1	7	14	25	41	21	4	15	1	7	5	0	1	4	3	10
ENSMUSG00000002006	0	0	5.87	4	0	0	0	0	0	2	14	19	1	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000002007	12	16	25	10	1	0	2	3	11	7	14	42	8	7	2	2	2	4	1	2	4	2	6
ENSMUSG00000002010	76	65	113	78	8	3	9	6	61	68	104	153	92	43	48	12	24	80	5	10	84	106	104
ENSMUSG00000002012	1	0	3	3	0	0	2	0	3	2	1	5	1	0	0	1	0	0	0	1	2	13	7
ENSMUSG00000002014	65	65	79	54	23	15	108	12	38	62	147	205	84	40	64	9	81	76	7	16	65	131	156
ENSMUSG00000002015	291	202	265	195	16	27	111	31	177	193	431	731	180	202	208	28	157	67	4	34	219	608	219
ENSMUSG00000002017	16	11	19	6	0	0	4	1	4	11	14	32	9	6	14	1	4	2	0	2	3	4	6
ENSMUSG00000002020	32.59	22.49	22.44	25	0	0	1	3	7	28.5	40.96	70.52	12	39.1	29.57	3.61	19.71	8	0	9.42	27.8	62.74	31.19
ENSMUSG00000002028	69	65	65	54	4	1	2	7	18	23	39	69	15	20	17	2	2	5	1	1	13	10	12
ENSMUSG00000002031	20	4	28	9	1	0	1	2	8	11	19	26	19	7	19	0	1	14	1	1	15	21	14
ENSMUSG00000002033	38	29	43	50	16	8	62	18	20	33	70	86	32	16	2	0	7	13	1	1	7	26	13
ENSMUSG00000002043	35	27	38	30	5	4	27	3	25	27	75	134	33	22	43	6	24	27	2	3	33	99	72
ENSMUSG00000002052	89.71	67.16	110	80	1	0	2	12	37	51	74.03	138.12	57	40	123	5	9.01	10	0	7.09	34	44.1	32
ENSMUSG00000002055	2	3	1	1	1	0	3	0	0	2	2	6	5	1	2.95	0	0	2	0	0	2	1	2.01
ENSMUSG00000002057	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	1	1	1	1
ENSMUSG00000002058	100	82	134	62	4	13	37	11	58	49	101	218	66	59	109	15	48	28	5	9	69	185	93
ENSMUSG00000002059	1	0	0	0	0	0	0	0	0	0.34	1.98	1	0	1	3	0	1	0	0	0	0	0	0
ENSMUSG00000002064	94.29	58.84	94	44	13	13	29	16	33	39	108.97	172.88	52	37	64	6	50.99	30	0	8.91	28	77.9	58
ENSMUSG00000002068	5	2	6	4	1	0	2	0	0	1	0	4	0	4	1	0	1	4	0	0	1	2	2
ENSMUSG00000002076	1	2	3	2	0	0	0	0	0	2	1	2	1	0	0	0	0	0	1	0	3	0	3
ENSMUSG00000002083	14	13	15	8	0	2	3	7	8	9	22	14	9	8	27	2	6	10	0	3	12	17	15
ENSMUSG00000002100	1	0	1	0	0	0	1	0	0	0	0	6	0	0	0	0	0	1	0	0	0	2	0
ENSMUSG00000002102	121	102	121	83	12	3	26	18	85	77	161	251	102	62	114	6	84	95	9	21	122	149	120
ENSMUSG00000002103	21.1	10.05	29.22	9	0	0	0	2.2	13	14	15.47	39.77	13.31	6.92	16	3	10	8	0	5	7.48	15.93	22
ENSMUSG00000002105	11	4	7	9	0	0	0	0	3	7	9	17	5	5	11	1	2	1	0	2	1	10	2
ENSMUSG00000002107	170	141	167	109	16	8	67	14	75	65	223	301	86	76	78	14	67	28	4	22	79	204	119
ENSMUSG00000002108	3	7	2	2	2	1	1	2	3	5	3	16	7	7	2	0	3	7	0	5	3	1	13
ENSMUSG00000002109	19.9	6.95	18.78	7	2	1	7	2.8	5	0	7.53	27.23	7.69	8.08	0	2	1	0	0	0	3.52	3.07	1
ENSMUSG00000002111	472	434	734	134	6	0	16	9	175	194	352	574	218	110	316	20	51	36	3	18	98	408	150
ENSMUSG00000002129	53	34	43	39	0	0	2	3	20	15	48	61	33	12	22	0	4	6	0	0	10	24	9
ENSMUSG00000002147	248	205	340	97	3	3	18	18	47	74	146	249	81	83	85	14	21	19	2	12	39	119	32
ENSMUSG00000002190	2	1	0	1	0	0	0	0	1	0	5	3	3	1	0	1	0	0	0	1	2	6	1
ENSMUSG00000002204	309	231	461	202	20	3	31	34	225	235	387	697	267	99.99	251.99	10	65	98	5	22	90	208	149
ENSMUSG00000002205	79	64	114	48	4	5	13	2	45	49	73	128	34	23	30	5	32	40	1	6	33	102	55
ENSMUSG00000002210	23	20	41	16	2	1	6	3	35	18	28	45	23	9	16	0	5	11	0	4	15	16	17
ENSMUSG00000002221	19	9	8	6	1	0	2	0	1	5	11	21	4	3	14	3	0	1	0	0	0	1	0
ENSMUSG00000002222	419	485	497	497	54	17	101	41	248	538	549	461	414	381	345	65	122	239	13	58	291	346	213
ENSMUSG00000002227	85	55	133	13	1	0	1	1	25	17	43	73	19	24	18	1	3	3	0	2	14	32	28
ENSMUSG00000002228	4	3	5	8	0	0	0	1	2	2	5	21	2	5	0	0	0	1	0	0	1	10	1
ENSMUSG00000002233	32	26	37	7	0	1	0	3	10	5	29	53	19	24	56	4	22	11	0	11	10	45	21
ENSMUSG00000002249	2	0	0	0	0	0	0	1	1	0	0	2	0	1	12	0	2	2	0	0	0	0	0
ENSMUSG00000002250	55	45	83	23	0	0	0	2	13	22	24	52	25	19	52	5	7	7	0	4	6	36	8
ENSMUSG00000002257	71	82	105	50	1	3	2	5	55	44	60	146	67	31	96	12	10	11	0	4	45	92	23
ENSMUSG00000002274	7	0	6.09	2.84	1	2	2	0	6	3	4.54	14.95	16.52	2	5	0	1	1	0	0	8	7	5.34
ENSMUSG00000002279	7	3	10	6	0	1	0	1	2	16	14	28	4	3	9	0	1	0	2	0	5	2	5
ENSMUSG00000002280	28	25.3	38.57	18	1	0	3	0	6.57	9	30.43	54.59	10	5.6	20	1	2	3	0	5	2	13.41	7.58
ENSMUSG00000002289	1	0	1	1	0	0	0	0	1	0	3	4	0	1	19	1	4	3	0	0	1	3	2
ENSMUSG00000002297	9	6	6	6	0	0	2	0	2.99	1	13.06	11.56	9	4	20	0	1	8	0	2	5.27	2.52	3
ENSMUSG00000002307	49	44	59	30	1	1	1	3	16	25	37	72	25	17	45	1	9	15	1	9	9	22	30
ENSMUSG00000002308	7	4	3	3	1	1	1	2	0	0	3	4	1	2	0	0	4	0	0	0	0	1	3
ENSMUSG00000002319	14	14.17	12	10	0	0	3	3	6	10	31	33	8	7	12.28	0	1	3	1	1	3.64	9	8
ENSMUSG00000002320	33	18.83	41	22	0	0	3	1	7	17	25	45	11	9	31.72	1	6	6	0	2	6.36	11	8
ENSMUSG00000002324	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000002325	116	107	136	66	4	2	10	4	12	37	68	110	39	24	29	3	24	34	3	16	21	48	44
ENSMUSG00000002326	23	14	18	15	1	2	3	0	7	12	31	46	18	7	0	0	0	5	0	1	4	6	7
ENSMUSG00000002329	27	20	27	12	5	3	12	4	14	11	32	62	21	9	15	3	14	10	0	2	12	6	8
ENSMUSG00000002332	55	34	65	19	0	1	2	3	24	30	52	85	31	26	24	6	12	6	1	7	29	67	19
ENSMUSG00000002342	12	16	20	15	2	0	4	2	5	7	17	25	5	11	9	1	2	16	1	2	5	4	4
ENSMUSG00000002343	12.59	5.53	7	6	0	0	0	0	3	1	7	28	4	3	1	0	2	6	0	0	6	6	8
ENSMUSG00000002345	72	47	67	51	18	9	38	6	68	58	91	117	80	57	59	6	32	67	4	18	58	81	95
ENSMUSG00000002346	3	0	3	1	0	0	1	0	0	0	3	7	2	2	1.99	0	0	1	0	0	1	0	2
ENSMUSG00000002365	42	35	38	34	0	0	1	1	3	9	11	74	10	15	25	4	5	1	1	1	4	19	1
ENSMUSG00000002372	52	37	62	36	1	0	11	6	13	20	52	86	21	18	36	1	7	14	1	3	9	14	24
ENSMUSG00000002379	52	35	52	36	11	5	26	9	45	37	87	104	61	24	33	3	13	28	3	9	38	79	54
ENSMUSG00000002393	18.39	8.43	16.29	10	1	1	5	2	5	4.77	12.56	24.13	4	2.4	12.5	2	6.92	3	0	1	2.66	2	2
ENSMUSG00000002395	103	76	153	87	34	32	128	22	106	117	199	259	159	63	106	9	73	111	3	10	79	136	163
ENSMUSG00000002396	14.61	15.57	21.71	16	0	1	3	2	10	8.23	22.44	24.87	10	4.6	5.5	0	2.08	5	0	1	4.34	18	8
ENSMUSG00000002409	10	9	15	13	1	0	1	0	8	6	14	26	5	11	10	2	6	9	0	0	12	13	12
ENSMUSG00000002413	39	46	76	16	0	0	3	1	3	7	21	27	10	16	42	2	4	2	0	0	7	10	7
ENSMUSG00000002416	19	5	17	13	6	4	29	1	10	6	29	48	23	7	18	2	8	20	2	0	5	6	10
ENSMUSG00000002428	43	15	41	22	1	1	7	2	1	9	13	36	3	10	14	1	3	3	1	0	0	8	2
ENSMUSG00000002455	45	34	75	39	1	0	1	2	32	29	37	112	45	24	28	4	5	4	1	1	19	37	31
ENSMUSG00000002458	126	104	161	45	8	5	18	7	17	43	98	154	47	28	26	8	25	21	1	2	13	66	19
ENSMUSG00000002477	19	11	17	11	1	5	15	4	3	5	31	28	14	3	32	0	9	1	0	0	1	4	4
ENSMUSG00000002486	1	5	5	5	0	0	1	0	1	1	14	11	3	2	2	1	1	2	0	0	1	3	4
ENSMUSG00000002489	48	21	34	23	1	0	1	0	4	19	14	29	11	4	29	0	0	1	0	1	1	1	0
ENSMUSG00000002496	69.04	38.67	69.61	44.5	1.78	0	1.78	2.86	40.7	35.3	71.96	93.71	50.74	30.56	34.71	2	5	10	0	6	50.95	64.71	41.75
ENSMUSG00000002500	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	1	1
ENSMUSG00000002504	3	1	1	0	0	0	0	1	2	2	1	2	3	3	1	0	1	2	0	0	0	4	2
ENSMUSG00000002524	90	68	119	82	5	0	11	9	63	66	120	193	97	29	79	4	16	25	1	4	47	57	46
ENSMUSG00000002546	57	46	72	38	2	0	1	2	23	33	41	88	29	22	60	5	11	14	0	0	17	33	14
ENSMUSG00000002550	24	13	40	16	1	1	1	1	4	11	19	49	11	16	27	2	11	11	0	0	7	19	9
ENSMUSG00000002565	2	1	4	2	0	2	0	1	0	1	1	6	2	1	14	0	6	0	1	1	1	1	2
ENSMUSG00000002578	1	0	1	1	0	0	0	0	0	2	0	2	0	0	1	1	0	0	0	0	0	1	0
ENSMUSG00000002580	46	29	44	18	4	6	29	11	23	22	54	70	30	19	25	1	12	14	1	4	10	26	19
ENSMUSG00000002602	7	1	11	6	0	0	0	3	2	10	5	20	7	1	6	0	10	5	1	0	0	0	4
ENSMUSG00000002603	486	339	504	344	4	4	20	32	422	377	721	1121	350	461	452	53	190	101	12	77	843	1377	822
ENSMUSG00000002608	65	47	99	57	3	0	2	4	33	23	63	87	31	22	38	4	14	8	2	5	33	62	21
ENSMUSG00000002617	3	0	1	2	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002625	35	28	51	31	4	1	8	6	35	20	35	82	28	36	23	2	11	10	0	3	31	29	26
ENSMUSG00000002635	16	14	11	10	2	1	5	2	2	6	17	19	11	4	7	1	3	4	0	1	2	4	1
ENSMUSG00000002658	51	34	63	23	1	3	4	1	39	43	65	122	71	17	51	1	16	25	2	5	37	48	39
ENSMUSG00000002660	9	5	10	6	1	0	4	0	9	7	10	21	11	4	10	0	3	3	0	1	4	5	8
ENSMUSG00000002661	3	3	8	4	0	1	2	2	6	2	6	4	6	1	1	0	0	0	0	1	1	0	2
ENSMUSG00000002668	60	74	125	35	6	0	4	8	42	26	79	99	34	27	9	1	4	5	0	4	20	63	14
ENSMUSG00000002679	11	10	10	3	0	1	5	2	0	1	11	21	2	0	12	0	5	1	1	1	0	1	0
ENSMUSG00000002699	209	149	228	90	2	8	14	3	33	43	96	174	44	76	107	10	22	33	3	23	35	112	38
ENSMUSG00000002718	50	41	40	36	3	1	4	3	4	18	19	57	10	9	36	0	4	9	0	1	1	5	2
ENSMUSG00000002728	16	10	14	8	0	1	8	1	2	4	12	31	3.22	4	29	0	3	3	0	0	3	1	0
ENSMUSG00000002731	17	11	22	3	0	1	4	2	2	5	9	29	10	3	7	0	4	1	0	0	2	3	0
ENSMUSG00000002732	0	0	1	1	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	1
ENSMUSG00000002733	37	20	19	22	4	2	9	2	0	6	15.71	24	3	4	12	3	6	3	0	0	1	5	2.51
ENSMUSG00000002741	95	52	114	37	3	1	7	8	19	47	69	143	46	23	94	5	36	22	1	8	22	54	40
ENSMUSG00000002748	83	73	115	50	1	0	3	5	13	31	58	94	23	27	33	3	11	4	3	3	7	29	12
ENSMUSG00000002763	30	25	35	24	1	0	6	5	17	20	36	80	25	15	7	2	6	2	0	1	10	23	21
ENSMUSG00000002767	15	7	21	15	0	1	2	2	10	13	29	37	21	9	23	1	5	2	0	1	12	11	6
ENSMUSG00000002768	42	32	45	25	5	6	19	3	27	15	55	100	36	13	33	4	18	10	0	4	22	47	27
ENSMUSG00000002769	0	0	0	1	0	0	0	1	0	0	0	4	4	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000002771	3	0	0	1	0	0	0	0	1	0	0	3	0	1	0	0	1	0	0	0	0	3	4
ENSMUSG00000002778	77	53	97	44	0	2	7	11	28	39	57	134	48	38	61	6	28	24	1	5	29	51	35
ENSMUSG00000002781	5	4	2	2	0	0	0	0	1	2	5	7	4	3	3	0	1	1	0	0	0	3	1
ENSMUSG00000002797	14	11	13	7	2	1	1	0	2	5	5	14	6	7	3	0	2	2	0	0	2	5	6
ENSMUSG00000002799	1	1	0	2	0	0	0	1	1	0	0	1	1	0	6	0	0	2	0	0	0	0	0
ENSMUSG00000002803	3	4	8	2	1	1	0	1	5	5	4	16	9	3	1	0	0	0	0	0	6	1	0
ENSMUSG00000002804	7	2	0	3	1	0	2	2	6	2	12	20	12	1	3	0	3	3	0	1	4	6	9
ENSMUSG00000002812	230	150	303	166	0	1	8	5	105	138	187	349	104	128	151	25	68	45	3	27	134	277	118
ENSMUSG00000002814	9	14	11	7	0	0	1	2	4	8	7	21	9	3	21	2	4	4	0	0	3	4	4
ENSMUSG00000002820	51.33	54.32	71.8	37.21	8	2	6.86	5.94	22.66	21.84	40.89	80.81	42.13	18.82	35.69	1	15.76	22.88	0	3	9.23	40.05	17.04
ENSMUSG00000002825	5	2	8	5	1	2	3	4	2	7	8	24	9	1	2	0	3	2	0	0	3	1	3
ENSMUSG00000002831	1	0	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000002833	20	22	38	14	0	1	5	2	8	16	24	44	7	9	10	0	3	6	0	2	5	12	18
ENSMUSG00000002835	3	5.09	3.02	3.14	0	1	2	0	3.02	6.05	2.02	12.21	1	2	4.11	0	4	0	0	1	1.02	2.04	5
ENSMUSG00000002844	129	86	170	61	3	1	5	6	41	55	92	175	56	37	67	3	23	30	2	7	47	105	55
ENSMUSG00000002845	7	7	16	11	1	0	2	1	2	5	12	22	1	3	6	0	1	1	2	1	0	0	0
ENSMUSG00000002846	15	7	8.26	5	2	0	1	1	3	6	8	19.07	8.98	7	1	1	0	4	1	1	3	5	6
ENSMUSG00000002847	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2
ENSMUSG00000002870	26	22	25	34	1	0	1	2	9	21	39	40	21	5	19	0	11	11	1	6	7	8	12
ENSMUSG00000002871	21	6	21	10	0	1	1	0	9	7	17	29	2	4	12	0	1	6	0	1	7	6	6
ENSMUSG00000002881	191	114	156	113	20	14	55	12	22	77	137	233	38	76	135	17	78	38	2	11	40	107	67
ENSMUSG00000002885	632.75	500.48	754.47	414.41	6	9	28	31	181	299	498.48	806.63	260.83	331.02	342.56	51	94	120	9	37	205.84	686.57	298.92
ENSMUSG00000002897	458	357	604	200.01	2	1	13	9	85	113	246	372	125	95	325	18	16	17	2	6	31	190	43
ENSMUSG00000002900	1	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002910	16	9	15	8	1	1	3	1	7	6	10	16	9	4	20	0	4	6	2	2	2	5	6
ENSMUSG00000002944	215	286	231	353	200	57	167	42	107	288	327	383	251	229	141	46	279	951	38	94	184	235	242
ENSMUSG00000002948	38	28	41	28	0	0	3	3	13.42	20	25	53	18.79	15	40.88	3	4	9	0	2	6	15	7
ENSMUSG00000002949	23	14	27	23	2	0	2	4	9	21	36	49	31	10	18	4	9	12	0	3	7	9	15
ENSMUSG00000002957	188	123	230	109.05	8	1	5	8	83	128	225	405	138	52	245	5	45	41	2	11	59	84	50
ENSMUSG00000002963	128	105	251	38	3	2	9	3	54	60	126	201	82	33	77	5	28	10	3	9	55	160	82
ENSMUSG00000002968	38	25	45	32	1	1	3	1	34	38	36	60	28	20	37	5	16	25	0	5	35	47	31
ENSMUSG00000002980	1	0	0	0	0	0	1	0	3	0	0	3	1	5	11	0	0	2	0	0	0	0	0
ENSMUSG00000002981	83	52	102	59	2	2	3	6	38	58	98	142	50	37	86	7	29	30	5	5	49	76	42
ENSMUSG00000002983	30	33	48	18	2	1	2	2	20	22	43	65	25	21	45	1	9	24	0	2	13	22	15
ENSMUSG00000002984	18	16	34	18	2	1	4	3	15	7	36	56	17	9	28	1	6	5	0	2	5	11	12
ENSMUSG00000002985	631	314	795	387	25	8	61	28	412	356	659	1161	700	248	465	34	107	129	6	42	394	382	401
ENSMUSG00000002992	35	16	55	26	3	0	9	3	29	21	38	91	56	14	30	0	11	9	1	3	19	23	31
ENSMUSG00000002996	125	94	134	68	1	2	20	6	16	35	83	155	34	32	156	15	23	48	2	10	11	58	26
ENSMUSG00000002997	858	696	660	719	68	62	298	71	132	213	441	910	167	564	406	82	318	261	18	55	281	485	193
ENSMUSG00000003031	116	109	117	68	8	3	14	5	10	31	58	76	24	24	95	4	18	31	0	1	10	28	4
ENSMUSG00000003032	59	17	37	28	4	1	6	5	17	21	34	104	37	19	274	2	13	11	0	3	8	20	11
ENSMUSG00000003033	105	99	165	74	3	0	5	10	41	55	79	151	52	41	28	4	15	17	0	4	29	83	32
ENSMUSG00000003037	165	129	225	85	5	5	30	17	70	65	175	312	84	54	83	16	49	47	1	7	69	126	91.01
ENSMUSG00000003038	152.15	110.5	194.25	54.91	4	2	21.06	14	34.5	79	120.97	206.77	75	28	107.03	3	48	24.66	6	7.07	38	89	34
ENSMUSG00000003039	406	308	323	216	80	39	194	38	127	179	310	510	184	204	145	49	172	207	11	40	134	236	141
ENSMUSG00000003051	93.98	37.91	16	60	0	2	9	21	21	52	127.99	481	68	120	767.99	25	109	20	4	29	26	59	70
ENSMUSG00000003062	18	7	14	9	2	2	6	1	1	8	19	34	6	8	8	5	14	10	3	0	4	9	7
ENSMUSG00000003068	140.81	151.97	228.93	119	15	5	22.97	9	73.78	100.99	162.96	261	148.95	64.93	161.94	10	45	81	3	19	133.85	154	145
ENSMUSG00000003072	96	67	150	71	16	6	16	10	104	89	194	269	163	45	105	7	42	45	1	5	71	96	119
ENSMUSG00000003099	22	16	33	13	0	1	3	2	6	10	24	45	7	6	17	3	7	9	0	0	2	4	3
ENSMUSG00000003119	65	50	82	71	3	0	1	3	21	32	38	40	34	31	44	7	4	26	1	10	30	37	35
ENSMUSG00000003123	49	30	58	12	0	1	0	4	17	31	40	78	23	10	23	0	3	8	1	4	6	48	18
ENSMUSG00000003131	46	25	40	33	2	1	7	2	6	14	36	46	21	13	67	6	4	8	0	5	2	19	5
ENSMUSG00000003134	17	20.57	18.11	10	0	1.02	0	1	3.03	9	14.08	11.05	6	10	22.29	2	2	3.02	0	1	7.11	5	4.06
ENSMUSG00000003135	26	17	19	12	0	0	1	1	4	4	10	38	11	5	34	0	3	2	1	0	1	5	5
ENSMUSG00000003153	1412.94	1235.91	1742	970	31	31	219	72	338	397	964.74	1600.97	331.17	1029	936.33	194	618	326	39	158	820	1608	759
ENSMUSG00000003154	43	35	55	25	0	0	1	2	10	22	41	51	23	13	48	2	0	2	0	0	7	18	11
ENSMUSG00000003161	164	122	193	94	8	5	26	12	45	72	140	240.37	87	63	104	10	52	42	2	13	71	141	67
ENSMUSG00000003166	54.3	39.42	62.81	36	1	0	3	4	13	28.31	45	86	30	19	47	3	10	5	1	3	11	16	6.48
ENSMUSG00000003178	11	6	9	13	1	0	2	1	11	16	7	5	6	12	5	2	3	25	1	4	26	20	6
ENSMUSG00000003184	65	34	64	50	1	2	11	5	42	45	56	118	51	18	26	1	16	13	0	1	22	29	23
